,time,price
391,2024-04-29 14:10:00.000000+05:45,1977.68
392,2024-04-29 14:10:00.000000+05:45,1977.68
393,2024-04-29 14:11:00.000000+05:45,1977.28
394,2024-04-29 14:11:00.000000+05:45,1977.28
395,2024-04-29 14:12:00.000000+05:45,1976.78
396,2024-04-29 14:12:00.000000+05:45,1976.78
397,2024-04-29 14:13:00.000000+05:45,1976.08
398,2024-04-29 14:13:00.000000+05:45,1976.29
399,2024-04-29 14:14:00.000000+05:45,1976.15
400,2024-04-29 14:14:00.000000+05:45,1976.15
401,2024-04-29 14:15:00.000000+05:45,1976.13
402,2024-04-29 14:15:00.000000+05:45,1976.49
403,2024-04-29 14:16:00.000000+05:45,1976.79
404,2024-04-29 14:16:00.000000+05:45,1976.95
405,2024-04-29 14:17:00.000000+05:45,1976.73
406,2024-04-29 14:17:00.000000+05:45,1976.74
407,2024-04-29 14:18:00.000000+05:45,1976.59
408,2024-04-29 14:18:00.000000+05:45,1976.59
409,2024-04-29 14:19:00.000000+05:45,1977.02
410,2024-04-29 14:19:00.000000+05:45,1977.25
411,2024-04-29 14:20:00.000000+05:45,1977.35
412,2024-04-29 14:20:00.000000+05:45,1977.4
413,2024-04-29 14:21:00.000000+05:45,1977.4
414,2024-04-29 14:21:00.000000+05:45,1977.4
415,2024-04-29 14:22:00.000000+05:45,1976.97
416,2024-04-29 14:22:00.000000+05:45,1976.98
417,2024-04-29 14:23:00.000000+05:45,1976.93
418,2024-04-29 14:23:00.000000+05:45,1977.56
419,2024-04-29 14:24:00.000000+05:45,1977.56
420,2024-04-29 14:24:00.000000+05:45,1977.76
421,2024-04-29 14:25:00.000000+05:45,1977.7
422,2024-04-29 14:25:00.000000+05:45,1977.7
423,2024-04-29 14:26:00.000000+05:45,1977.62
424,2024-04-29 14:26:00.000000+05:45,1977.75
425,2024-04-29 14:27:00.000000+05:45,1977.68
426,2024-04-29 14:27:00.000000+05:45,1977.68
427,2024-04-29 14:28:00.000000+05:45,1977.48
428,2024-04-29 14:28:00.000000+05:45,1977.68
429,2024-04-29 14:29:00.000000+05:45,1977.75
430,2024-04-29 14:29:00.000000+05:45,1977.75
431,2024-04-29 14:30:00.000000+05:45,1977.44
432,2024-04-29 14:30:00.000000+05:45,1977.59
433,2024-04-29 14:31:00.000000+05:45,1977.56
434,2024-04-29 14:31:00.000000+05:45,1977.71
435,2024-04-29 14:32:00.000000+05:45,1977.47
436,2024-04-29 14:32:00.000000+05:45,1977.47
437,2024-04-29 14:33:00.000000+05:45,1977.01
438,2024-04-29 14:33:00.000000+05:45,1977.31
439,2024-04-29 14:34:00.000000+05:45,1977.2
440,2024-04-29 14:34:00.000000+05:45,1977.2
441,2024-04-29 14:35:00.000000+05:45,1976.66
442,2024-04-29 14:35:00.000000+05:45,1976.66
443,2024-04-29 14:36:00.000000+05:45,1976.57
444,2024-04-29 14:36:00.000000+05:45,1976.59
445,2024-04-29 14:37:00.000000+05:45,1976.29
446,2024-04-29 14:37:00.000000+05:45,1976.73
447,2024-04-29 14:38:00.000000+05:45,1976.97
448,2024-04-29 14:38:00.000000+05:45,1976.97
449,2024-04-29 14:39:00.000000+05:45,1976.75
450,2024-04-29 14:39:00.000000+05:45,1976.94
451,2024-04-29 14:40:00.000000+05:45,1976.88
452,2024-04-29 14:40:00.000000+05:45,1977.01
453,2024-04-29 14:41:00.000000+05:45,1977.12
454,2024-04-29 14:41:00.000000+05:45,1977.32
455,2024-04-29 14:42:00.000000+05:45,1976.74
456,2024-04-29 14:42:00.000000+05:45,1976.8
457,2024-04-29 14:43:00.000000+05:45,1976.9
458,2024-04-29 14:43:00.000000+05:45,1977.14
459,2024-04-29 14:44:00.000000+05:45,1976.91
460,2024-04-29 14:44:00.000000+05:45,1977.12
461,2024-04-29 14:45:00.000000+05:45,1976.91
462,2024-04-29 14:45:00.000000+05:45,1977.05
463,2024-04-29 14:46:00.000000+05:45,1977.01
464,2024-04-29 14:46:00.000000+05:45,1977.26
465,2024-04-29 14:47:00.000000+05:45,1977.34
466,2024-04-29 14:47:00.000000+05:45,1977.62
467,2024-04-29 14:48:00.000000+05:45,1977.68
468,2024-04-29 14:48:00.000000+05:45,1977.68
469,2024-04-29 14:49:00.000000+05:45,1977.36
470,2024-04-29 14:49:00.000000+05:45,1977.36
471,2024-04-29 14:50:00.000000+05:45,1977.52
472,2024-04-29 14:50:00.000000+05:45,1977.73
473,2024-04-29 14:51:00.000000+05:45,1977.54
474,2024-04-29 14:51:00.000000+05:45,1977.54
475,2024-04-29 14:52:00.000000+05:45,1977.11
476,2024-04-29 14:52:00.000000+05:45,1977.48
477,2024-04-29 14:53:00.000000+05:45,1977.58
478,2024-04-29 14:53:00.000000+05:45,1977.72
479,2024-04-29 14:54:00.000000+05:45,1977.31
480,2024-04-29 14:54:00.000000+05:45,1977.31
481,2024-04-29 14:55:00.000000+05:45,1977.01
482,2024-04-29 14:55:00.000000+05:45,1977.14
483,2024-04-29 14:56:00.000000+05:45,1977.05
484,2024-04-29 14:56:00.000000+05:45,1977.59
485,2024-04-29 14:57:00.000000+05:45,1977.3
